,gene,label,ST
2619,HIST1H2AC,OPCs_like_MYC7,6.751924e-05
1230,KAZN,NRPs_like_SHHb1,6.738715e-05
2487,GCHFR,OPCs_like_MYC6,6.707632e-05
119,GRIK2,Dopaminergic,6.7005196e-05
923,IRAK1BP1,IPCs_like_SHHa2,6.6881985e-05
1731,RAB40B,OLs,6.6810804e-05
187,NHSL2,Dopaminergic,6.6531145e-05
1274,SEMA3E,NRPs_like_SHHb1,6.6480236e-05
1597,SERAC1,NRPs_like_SHHb4,6.612503e-05
1902,TSPAN12,OPCs_like_MYC1,6.611839e-05
1298,MAP3K14,NRPs_like_SHHb2,6.544279e-05
1422,PLPP1,NRPs_like_SHHb3,6.5359374e-05
795,GMDS-DT,IPCs_like_SHHa2,6.5143e-05
36,PCGF5,Astrocytes,6.508233e-05
2529,COLEC12,OPCs_like_MYC6,6.504545e-05
503,KIAA1217,GRPs_like_TYR2,6.474198e-05
203,PATJ,Dopaminergic,6.47071e-05
2571,DAB2,OPCs_like_MYC7,6.433415e-05
2138,KLHL29,OPCs_like_MYC3,6.431816e-05
2657,CCDC18-AS1,OPCs_like_MYC7,6.4142034e-05
220,FSTL5,Dopaminergic,6.405881e-05
796,ZBED3-AS1,IPCs_like_SHHa2,6.397e-05
327,PURA,GABAergic,6.380862e-05
1614,CA8,NRPs_like_SHHb4,6.342693e-05
1258,PLS3,NRPs_like_SHHb1,6.317479e-05
2701,KANSL1L,Pre_OLs,6.2925305e-05
1144,TBC1D22A,Microglia,6.2759114e-05
2297,COL4A6,OPCs_like_MYC4,6.266882e-05
663,SNX25,GRPs_like_TYR3,6.25599e-05
1031,ME3,ImmatureNeurons_like_SHHa3,6.217505e-05
1022,NRXN1,ImmatureNeurons_like_SHHa3,6.200463e-05
877,GRAMD1C,IPCs_like_SHHa2,6.1944105e-05
2038,SIPA1L2,OPCs_like_MYC2,6.194238e-05
512,AL392172.1,GRPs_like_TYR2,6.192976e-05
1704,ELMO1,OLs,6.181713e-05
1546,ELOVL2,NRPs_like_SHHb4,6.178408e-05
2199,GMDS,OPCs_like_MYC3,6.152412e-05
1586,CADM2,NRPs_like_SHHb4,6.146834e-05
381,MITF,GRPs_like_TYR1,6.0941333e-05
1226,GPATCH2,NRPs_like_SHHb1,6.0862883e-05
151,CDHR3,Dopaminergic,6.070342e-05
1855,SPOPL,OPCs_like_MYC1,6.0602408e-05
1272,GRM3,NRPs_like_SHHb1,6.029975e-05
92,CHST11,BMDM,6.0289804e-05
505,ANAPC10,GRPs_like_TYR2,6.0266106e-05
1143,PIK3R1,Microglia,6.0164974e-05
2276,SVEP1,OPCs_like_MYC4,6.007568e-05
2742,MMP16,Pre_OLs,5.9973416e-05
84,DTNA,Astrocytes,5.9814665e-05
1058,CCDC85A,ImmatureNeurons_like_SHHa3,5.9646027e-05
1242,MAP3K1,NRPs_like_SHHb1,5.9186656e-05
75,SFXN5,Astrocytes,5.9136994e-05
1791,SEC24D,OPCs_like_MYC1,5.9093374e-05
730,CACNA1B,Glutamatergic,5.8755366e-05
1490,PAWR,NRPs_like_SHHb4,5.8442434e-05
2195,ADAM12,OPCs_like_MYC3,5.8377012e-05
1169,DOCK11,Microglia,5.8300866e-05
2737,RAB3IP,Pre_OLs,5.8208007e-05
1342,SLC2A13,NRPs_like_SHHb2,5.8023685e-05
908,THSD4,IPCs_like_SHHa2,5.8011756e-05
1856,CCDC146,OPCs_like_MYC1,5.789335e-05
108,ETS1,BMDM,5.7756402e-05
1131,DIAPH2,Microglia,5.7521578e-05
2517,SMYD3,OPCs_like_MYC6,5.7414203e-05
1263,IMMP2L,NRPs_like_SHHb1,5.7293164e-05
176,RALYL,Dopaminergic,5.715728e-05
1587,SH3RF1,NRPs_like_SHHb4,5.6995035e-05
1254,HDAC9,NRPs_like_SHHb1,5.649272e-05
2369,NCOA7,OPCs_like_MYC5,5.6483605e-05
417,GNG12,GRPs_like_TYR1,5.6332705e-05
1601,CACNA1C,NRPs_like_SHHb4,5.629165e-05
610,CAB39L,GRPs_like_TYR2,5.5697565e-05
2692,PRAME,OPCs_like_MYC7,5.556607e-05
2210,WWOX,OPCs_like_MYC3,5.5466e-05
1249,PIK3CB,NRPs_like_SHHb1,5.5459805e-05
131,KDM4C,Dopaminergic,5.5362372e-05
333,ADCY1,GABAergic,5.5298195e-05
2759,IGSF9B,Pre_OLs,5.5236433e-05
2634,BNC2,OPCs_like_MYC7,5.5048386e-05
320,PLEKHH2,GABAergic,5.490192e-05
1528,LIMA1,NRPs_like_SHHb4,5.4616943e-05
2028,CENPP,OPCs_like_MYC2,5.4612912e-05
1257,DNER,NRPs_like_SHHb1,5.4533844e-05
709,GABRB3,Glutamatergic,5.4472148e-05
879,BASP1-AS1,IPCs_like_SHHa2,5.445675e-05
1162,PRKAG2,Microglia,5.4297725e-05
1289,FBXW8,NRPs_like_SHHb2,5.4228894e-05
169,PHACTR3,Dopaminergic,5.355249e-05
1763,CLMN,OLs,5.3400556e-05
888,CACNG8,IPCs_like_SHHa2,5.332794e-05
1652,TBC1D12,OLs,5.328365e-05
2256,CLYBL,OPCs_like_MYC4,5.298683e-05
1468,HAPLN1,NRPs_like_SHHb3,5.2373503e-05
1080,PTPRO,ImmatureNeurons_like_SHHa3,5.2142757e-05
1493,UNC80,NRPs_like_SHHb4,5.190917e-05
2030,FRAS1,OPCs_like_MYC2,5.19e-05
1910,LRFN5,OPCs_like_MYC1,5.184276e-05
2187,EPHA4,OPCs_like_MYC3,5.1795294e-05
1335,EGFR,NRPs_like_SHHb2,5.1794734e-05
303,ARHGAP29,Fibroblast-like,5.170858e-05
2477,OSBPL3,OPCs_like_MYC6,5.1542105e-05
1860,ZNF654,OPCs_like_MYC1,5.1522482e-05
1906,NXPH2,OPCs_like_MYC1,5.130579e-05
2545,CGNL1,OPCs_like_MYC6,5.1122275e-05
1251,JAK2,NRPs_like_SHHb1,5.106564e-05
1552,LONRF2,NRPs_like_SHHb4,5.099256e-05
2735,KAT2B,Pre_OLs,5.076298e-05
159,KLHL3,Dopaminergic,5.0672796e-05
1674,AKAP6,OLs,5.0510236e-05
528,ACOX3,GRPs_like_TYR2,5.050878e-05
2656,WARS2-AS1,OPCs_like_MYC7,5.05053e-05
2164,DPH6,OPCs_like_MYC3,5.03738e-05
2125,LURAP1L,OPCs_like_MYC3,5.0088896e-05
2042,PTPN21,OPCs_like_MYC2,5.0064235e-05
1396,GAB2,NRPs_like_SHHb3,5.004439e-05
2302,WIF1,OPCs_like_MYC4,4.9991497e-05
2293,BCAS3,OPCs_like_MYC4,4.987991e-05
1748,COBL,OLs,4.9811566e-05
379,MSH3,GRPs_like_TYR1,4.9810213e-05
1888,SPATA5,OPCs_like_MYC1,4.9442664e-05
769,TRPC4,IPCs/OPCs_like_SHHa1,4.924928e-05
1331,COBLL1,NRPs_like_SHHb2,4.9155584e-05
53,ZHX3,Astrocytes,4.9082788e-05
2143,HOMER1,OPCs_like_MYC3,4.905941e-05
154,CNTN1,Dopaminergic,4.905282e-05
448,OTX2-AS1,GRPs_like_TYR1,4.9013903e-05
2206,CDH11,OPCs_like_MYC3,4.871399e-05
1521,NEK6,NRPs_like_SHHb4,4.863574e-05
686,FRRS1L,Glutamatergic,4.8507132e-05
1172,DLEU1,Microglia,4.8285565e-05
2686,LINC02615,OPCs_like_MYC7,4.7831556e-05
774,ABCA10,IPCs/OPCs_like_SHHa1,4.7686146e-05
2124,LIN7A,OPCs_like_MYC3,4.7640468e-05
2244,AC090825.1,OPCs_like_MYC4,4.747872e-05
127,MAPT,Dopaminergic,4.6998142e-05
1028,MYT1L,ImmatureNeurons_like_SHHa3,4.6896686e-05
136,PLXNA2,Dopaminergic,4.6717545e-05
2736,ZDHHC14,Pre_OLs,4.669341e-05
2582,MCPH1,OPCs_like_MYC7,4.6623532e-05
259,RIMS1,Dopaminergic,4.6510264e-05
2366,CPM,OPCs_like_MYC5,4.6087793e-05
698,TAFA2,Glutamatergic,4.6037654e-05
1426,CYTOR,NRPs_like_SHHb3,4.598034e-05
2747,SCN1A,Pre_OLs,4.581836e-05
470,TRPM3,GRPs_like_TYR1,4.5274162e-05
1925,COL21A1,OPCs_like_MYC1,4.517011e-05
1592,NTN4,NRPs_like_SHHb4,4.5043653e-05
2376,PDZRN3,OPCs_like_MYC5,4.4921548e-05
552,PLEKHM3,GRPs_like_TYR2,4.454151e-05
1753,AMER2,OLs,4.4244658e-05
2114,MIR181A2HG,OPCs_like_MYC3,4.4140426e-05
137,TRIM9,Dopaminergic,4.4044667e-05
2341,HECW2,OPCs_like_MYC5,4.4015636e-05
677,UNC79,Glutamatergic,4.3783337e-05
1382,TSIX,NRPs_like_SHHb3,4.3588578e-05
183,BSN,Dopaminergic,4.357388e-05
112,DYNC1I1,Dopaminergic,4.3291588e-05
2638,KCNQ1OT1,OPCs_like_MYC7,4.313399e-05
2349,ROR1,OPCs_like_MYC5,4.2821306e-05
1021,SYT14,ImmatureNeurons_like_SHHa3,4.2752923e-05
2562,UBA6-AS1,OPCs_like_MYC7,4.261663e-05
716,CDKL5,Glutamatergic,4.260386e-05
14,LINC01138,Astrocytes,4.2582786e-05
1570,GABBR2,NRPs_like_SHHb4,4.2422143e-05
1389,TUT7,NRPs_like_SHHb3,4.237322e-05
362,RORA,GABAergic,4.2185522e-05
234,CACNA1A,Dopaminergic,4.2022628e-05
1188,ATG7,Microglia,4.1900435e-05
1326,SLC10A7,NRPs_like_SHHb2,4.1701376e-05
1301,FARS2,NRPs_like_SHHb2,4.1566967e-05
803,PLPPR4,IPCs_like_SHHa2,4.146887e-05
2089,ZFYVE9,OPCs_like_MYC3,4.1222425e-05
2380,PRKCE,OPCs_like_MYC5,4.1171712e-05
1170,ARHGAP26,Microglia,4.112523e-05
2740,PDZD2,Pre_OLs,4.110029e-05
1738,CLDN11,OLs,4.09888e-05
224,KIAA0513,Dopaminergic,4.0977746e-05
1584,LYPD1,NRPs_like_SHHb4,4.078103e-05
281,MYO1E,Fibroblast-like,4.072473e-05
461,NEDD4,GRPs_like_TYR1,4.0715506e-05
1266,GBE1,NRPs_like_SHHb1,4.059148e-05
1744,FAM124A,OLs,4.022285e-05
2162,GPC5,OPCs_like_MYC3,4.0132993e-05
167,TLL1,Dopaminergic,4.0055333e-05
1708,KIF13B,OLs,4.0009665e-05
1202,ARHGAP24,Microglia,3.9958548e-05
302,RBPMS,Fibroblast-like,3.9949406e-05
2183,DHRS3,OPCs_like_MYC3,3.9820112e-05
1806,LINGO2,OPCs_like_MYC1,3.9752988e-05
1770,SHTN1,OLs,3.9600727e-05
1095,ELAVL2,ImmatureNeurons_like_SHHa3,3.9498136e-05
342,CAMK2N1,GABAergic,3.9102517e-05
2738,LRRTM4,Pre_OLs,3.904362e-05
150,FRY,Dopaminergic,3.88388e-05
2639,NSUN6,OPCs_like_MYC7,3.8802988e-05
1878,BICC1,OPCs_like_MYC1,3.8785314e-05
2268,AHR,OPCs_like_MYC4,3.8701128e-05
2469,TGFBR3,OPCs_like_MYC6,3.853146e-05
419,AC008771.1,GRPs_like_TYR1,3.8526487e-05
293,GRK5,Fibroblast-like,3.8364135e-05
100,ANKRD44,BMDM,3.8173348e-05
1270,PLCE1,NRPs_like_SHHb1,3.8084116e-05
2514,LTBP2,OPCs_like_MYC6,3.8078797e-05
551,LMO7,GRPs_like_TYR2,3.8064296e-05
1578,USP31,NRPs_like_SHHb4,3.784614e-05
2278,GLIS1,OPCs_like_MYC4,3.784125e-05
142,PELI2,Dopaminergic,3.7819533e-05
2395,TSHZ2,OPCs_like_MYC5,3.7738682e-05
1892,FAT3,OPCs_like_MYC1,3.767728e-05
1685,KIAA1324L,OLs,3.758469e-05
654,MYOF,GRPs_like_TYR3,3.7236074e-05
1631,PLD1,OLs,3.7147413e-05
1019,LRRC7,ImmatureNeurons_like_SHHa3,3.711361e-05
2290,PDE7B,OPCs_like_MYC4,3.706861e-05
196,CHGB,Dopaminergic,3.6926398e-05
2705,NXPH1,Pre_OLs,3.691227e-05
919,PTPRS,IPCs_like_SHHa2,3.6678877e-05
1023,TBC1D19,ImmatureNeurons_like_SHHa3,3.662227e-05
695,HSPA12A,Glutamatergic,3.660845e-05
52,ITPKB,Astrocytes,3.6379344e-05
2577,MIPOL1,OPCs_like_MYC7,3.607011e-05
817,AC011346.1,IPCs_like_SHHa2,3.598951e-05
2651,DUBR,OPCs_like_MYC7,3.59673e-05
726,RIMBP2,Glutamatergic,3.5934856e-05
1352,CPNE8,NRPs_like_SHHb2,3.591393e-05
1065,SLC8A3,ImmatureNeurons_like_SHHa3,3.5677585e-05
918,MKX,IPCs_like_SHHa2,3.5453988e-05
728,FGF12,Glutamatergic,3.5385103e-05
2275,AL445250.1,OPCs_like_MYC4,3.5319852e-05
1700,CNTNAP4,OLs,3.5152494e-05
1225,GRIA4,NRPs_like_SHHb1,3.5054123e-05
1805,USP53,OPCs_like_MYC1,3.505153e-05
1300,ATG10,NRPs_like_SHHb2,3.504774e-05
415,BCAR3,GRPs_like_TYR1,3.504158e-05
1562,GALK2,NRPs_like_SHHb4,3.5039073e-05
340,PRNP,GABAergic,3.469858e-05
2145,DLC1,OPCs_like_MYC3,3.4600747e-05
1647,HS3ST5,OLs,3.4374374e-05
675,CACNB4,Glutamatergic,3.4315945e-05
1421,BTD,NRPs_like_SHHb3,3.404106e-05
802,CHIC2,IPCs_like_SHHa2,3.4030472e-05
2165,TMEM117,OPCs_like_MYC3,3.397935e-05
155,RAP1GAP2,Dopaminergic,3.371665e-05
2486,CNTNAP3,OPCs_like_MYC6,3.368184e-05
696,PPP1R13B,Glutamatergic,3.362694e-05
104,PRKCH,BMDM,3.3365533e-05
1671,FRMD5,OLs,3.327628e-05
275,STARD13,Fibroblast-like,3.319053e-05
1043,TASP1,ImmatureNeurons_like_SHHa3,3.308028e-05
559,SLC35F2,GRPs_like_TYR2,3.3076212e-05
2381,SYNPO2,OPCs_like_MYC5,3.300056e-05
95,SP100,BMDM,3.297675e-05
737,PHACTR1,Glutamatergic,3.2634856e-05
338,VAV3,GABAergic,3.2618147e-05
485,ERC2,GRPs_like_TYR2,3.2560958e-05
226,ZFPM2,Dopaminergic,3.25483e-05
676,DOCK3,Glutamatergic,3.2512202e-05
214,SNAP25,Dopaminergic,3.2347823e-05
545,STX18-AS1,GRPs_like_TYR2,3.226184e-05
1769,TF,OLs,3.2024374e-05
1354,AC092957.1,NRPs_like_SHHb2,3.199903e-05
870,RBM41,IPCs_like_SHHa2,3.1982057e-05
1375,ANKRD36,NRPs_like_SHHb3,3.1867847e-05
1545,METTL25,NRPs_like_SHHb4,3.178436e-05
1178,INPP5D,Microglia,3.1687985e-05
563,ZDBF2,GRPs_like_TYR2,3.1474847e-05
1928,DLG2,OPCs_like_MYC2,3.14495e-05
645,CALN1,GRPs_like_TYR3,3.079952e-05
244,SCN2A,Dopaminergic,3.059722e-05
2021,NHS,OPCs_like_MYC2,3.040372e-05
679,LINC01122,Glutamatergic,3.0336576e-05
1746,ATP8A1,OLs,3.0197576e-05
427,PDZRN4,GRPs_like_TYR1,3.0177955e-05
856,PPCDC,IPCs_like_SHHa2,3.0095714e-05
812,ANKRD36C,IPCs_like_SHHa2,2.994456e-05
1574,SNTB1,NRPs_like_SHHb4,2.9866886e-05
1858,WDPCP,OPCs_like_MYC1,2.9821727e-05
89,ATXN1,BMDM,2.980744e-05
73,CARMIL1,Astrocytes,2.9698389e-05
2031,SFMBT2,OPCs_like_MYC2,2.9399986e-05
903,FOXG1,IPCs_like_SHHa2,2.9262703e-05
1089,PPFIA2,ImmatureNeurons_like_SHHa3,2.923011e-05
2190,RHOJ,OPCs_like_MYC3,2.920062e-05
1214,CD163,Microglia,2.9143268e-05
875,AP001347.1,IPCs_like_SHHa2,2.9040879e-05
1774,TMEM144,OLs,2.8732844e-05
8,TRAF3IP2-AS1,Astrocytes,2.8656235e-05
2271,GAS2,OPCs_like_MYC4,2.8596567e-05
1710,DNM3,OLs,2.8555845e-05
2377,S100A6,OPCs_like_MYC5,2.8492512e-05
928,CTNNA2,IPCs_like_SHHa3,2.8429356e-05
1316,ULK4,NRPs_like_SHHb2,2.8373159e-05
1060,SEMA6D,ImmatureNeurons_like_SHHa3,2.7855287e-05
57,TENM4,Astrocytes,2.7776037e-05
1723,SLC22A15,OLs,2.7277543e-05
177,ATP8A2,Dopaminergic,2.72757e-05
364,EML5,GABAergic,2.7216764e-05
2754,PCDH15,Pre_OLs,2.660106e-05
1654,LRRC1,OLs,2.6301224e-05
65,BAALC,Astrocytes,2.6279886e-05
2471,MIR924HG,OPCs_like_MYC6,2.6185216e-05
2283,HERC3,OPCs_like_MYC4,2.6127285e-05
1430,MAP4K3-DT,NRPs_like_SHHb3,2.609615e-05
1608,GALNT17,NRPs_like_SHHb4,2.5969046e-05
1277,RGS6,NRPs_like_SHHb1,2.5928632e-05
2536,KRT8,OPCs_like_MYC6,2.5807207e-05
156,NFIX,Dopaminergic,2.562641e-05
601,GAD1,GRPs_like_TYR2,2.5618288e-05
1027,TMEM178B,ImmatureNeurons_like_SHHa3,2.5615216e-05
804,ANKS1B,IPCs_like_SHHa2,2.5600699e-05
1662,RAPGEF5,OLs,2.5430005e-05
562,TPD52L1,GRPs_like_TYR2,2.5288078e-05
1568,KLHDC8A,NRPs_like_SHHb4,2.5268397e-05
920,TLL2,IPCs_like_SHHa2,2.521954e-05
124,MCTP1,Dopaminergic,2.5064868e-05
1142,DISC1,Microglia,2.5046375e-05
2024,AP001924.1,OPCs_like_MYC2,2.5008783e-05
1044,PLXNA4,ImmatureNeurons_like_SHHa3,2.476407e-05
2718,SNTG1,Pre_OLs,2.457592e-05
1655,PCSK6,OLs,2.4475179e-05
455,PRICKLE2,GRPs_like_TYR1,2.4468702e-05
544,SYBU,GRPs_like_TYR2,2.441101e-05
1217,TBXAS1,Microglia,2.4352703e-05
1151,ARHGAP18,Microglia,2.4231378e-05
2717,ARHGAP31,Pre_OLs,2.4207851e-05
1547,ATP6V1C2,NRPs_like_SHHb4,2.403856e-05
566,HS3ST2,GRPs_like_TYR2,2.3933468e-05
120,PLCL2,Dopaminergic,2.3864874e-05
2049,MEG8,OPCs_like_MYC2,2.3806822e-05
2305,GUCY1A2,OPCs_like_MYC4,2.3786179e-05
2726,NTNG1,Pre_OLs,2.3698149e-05
1057,RIMS2,ImmatureNeurons_like_SHHa3,2.3612805e-05
2215,PTPRQ,OPCs_like_MYC3,2.3524959e-05
1575,MB21D2,NRPs_like_SHHb4,2.3274913e-05
1992,ZRANB3,OPCs_like_MYC2,2.3209592e-05
2530,PERP,OPCs_like_MYC6,2.3157738e-05
225,CLVS2,Dopaminergic,2.3143612e-05
1656,DAAM2,OLs,2.30998e-05
1405,RBM20,NRPs_like_SHHb3,2.307345e-05
584,PKP2,GRPs_like_TYR2,2.3039913e-05
2710,ASTN2,Pre_OLs,2.3002047e-05
1237,PDE3A,NRPs_like_SHHb1,2.2698667e-05
2541,LMX1B,OPCs_like_MYC6,2.2687565e-05
1207,RGS1,Microglia,2.268105e-05
172,MIRLET7BHG,Dopaminergic,2.2638922e-05
175,ARFGEF3,Dopaminergic,2.2591816e-05
2518,GABRA2,OPCs_like_MYC6,2.2575656e-05
247,ANK1,Dopaminergic,2.2290074e-05
1996,SLC25A21,OPCs_like_MYC2,2.222519e-05
395,TPK1,GRPs_like_TYR1,2.2208298e-05
1344,DMD,NRPs_like_SHHb2,2.2136022e-05
1962,SCFD2,OPCs_like_MYC2,2.1956277e-05
2533,KRT18,OPCs_like_MYC6,2.1817666e-05
1199,LYN,Microglia,2.1461794e-05
2229,SUGCT,OPCs_like_MYC4,2.1446749e-05
126,RUNDC3B,Dopaminergic,2.137222e-05
1818,NAV3,OPCs_like_MYC1,2.1362484e-05
1062,DNAH6,ImmatureNeurons_like_SHHa3,2.1241367e-05
1402,POLR2J3,NRPs_like_SHHb3,2.1236527e-05
2751,CHL1,Pre_OLs,2.1209475e-05
1255,PID1,NRPs_like_SHHb1,2.1172289e-05
723,SYT16,Glutamatergic,2.1153868e-05
1717,MARCH1,OLs,2.1141492e-05
1580,NPAS2,NRPs_like_SHHb4,2.107429e-05
206,TRHDE,Dopaminergic,2.1002943e-05
1463,P4HA3,NRPs_like_SHHb3,2.092786e-05
2758,LUZP2,Pre_OLs,2.0850855e-05
257,RELN,Dopaminergic,2.0700018e-05
68,FMN2,Astrocytes,2.057957e-05
2748,KHDRBS3,Pre_OLs,2.0408714e-05
21,PLSCR4,Astrocytes,2.0390487e-05
182,VWC2,Dopaminergic,2.0353522e-05
116,ARHGAP44,Dopaminergic,2.0233982e-05
1244,AL589740.1,NRPs_like_SHHb1,2.023171e-05
1650,OTUD7A,OLs,2.0092883e-05
1495,LINC00882,NRPs_like_SHHb4,1.9936897e-05
2386,PDGFD,OPCs_like_MYC5,1.9898082e-05
1275,SNTG2,NRPs_like_SHHb1,1.9881601e-05
2385,PRUNE2,OPCs_like_MYC5,1.9827106e-05
561,ENOX1,GRPs_like_TYR2,1.9777362e-05
2219,RAD51B,OPCs_like_MYC3,1.9700487e-05
1334,SLC38A11,NRPs_like_SHHb2,1.9644984e-05
667,RBM47,GRPs_like_TYR3,1.9598992e-05
2037,LINC00937,OPCs_like_MYC2,1.9399993e-05
1476,LINC01572,NRPs_like_SHHb4,1.9357725e-05
1384,DDX60L,NRPs_like_SHHb3,1.9347475e-05
1096,MGAT4C,ImmatureNeurons_like_SHHa3,1.9331559e-05
237,WSCD2,Dopaminergic,1.92893e-05
70,SLC4A4,Astrocytes,1.920356e-05
2309,COL15A1,OPCs_like_MYC4,1.9197007e-05
569,DENND4C,GRPs_like_TYR2,1.9144558e-05
1264,AC064875.1,NRPs_like_SHHb1,1.9068813e-05
1661,RETREG1,OLs,1.906467e-05
2066,KCNN2,OPCs_like_MYC2,1.904786e-05
1066,RIT2,ImmatureNeurons_like_SHHa3,1.9025061e-05
927,PLCB1,IPCs_like_SHHa3,1.9003543e-05
2054,AL592183.1,OPCs_like_MYC2,1.8960676e-05
376,PRKN,GRPs_like_TYR1,1.8389956e-05
1061,FAM66C,ImmatureNeurons_like_SHHa3,1.838949e-05
202,DGCR9,Dopaminergic,1.8297635e-05
2730,STK32A,Pre_OLs,1.8182316e-05
1168,SLC9A9,Microglia,1.810326e-05
681,HIVEP3,Glutamatergic,1.8090239e-05
2041,FAM149A,OPCs_like_MYC2,1.8057191e-05
1360,CTNNA3,NRPs_like_SHHb3,1.8014729e-05
1681,CDH19,OLs,1.7898818e-05
77,MAPK4,Astrocytes,1.7891867e-05
2280,CADPS,OPCs_like_MYC4,1.7797942e-05
625,DPP6,GRPs_like_TYR3,1.7615066e-05
861,AC246817.2,IPCs_like_SHHa2,1.7576205e-05
1388,TGFB2,NRPs_like_SHHb3,1.7513841e-05
44,CD44,Astrocytes,1.7419556e-05
1565,UBASH3B,NRPs_like_SHHb4,1.7400456e-05
1197,LDLRAD4,Microglia,1.7340719e-05
1745,PLP1,OLs,1.7302444e-05
1472,NR5A2,NRPs_like_SHHb3,1.7293285e-05
394,SYT17,GRPs_like_TYR1,1.7112934e-05
1719,PLCL1,OLs,1.7039682e-05
1803,ARHGAP10,OPCs_like_MYC1,1.698375e-05
1632,NCKAP5,OLs,1.6581937e-05
731,C8orf34,Glutamatergic,1.6567132e-05
1081,SLC41A2,ImmatureNeurons_like_SHHa3,1.6490421e-05
223,MPP7,Dopaminergic,1.6470483e-05
599,TEX15,GRPs_like_TYR2,1.643525e-05
2483,KIRREL1,OPCs_like_MYC6,1.6394293e-05
608,QRFPR,GRPs_like_TYR2,1.6312271e-05
1969,PRH1,OPCs_like_MYC2,1.620408e-05
1433,SERPINB9,NRPs_like_SHHb3,1.5938263e-05
736,IQCJ-SCHIP1,Glutamatergic,1.5880709e-05
147,EPHB1,Dopaminergic,1.5856094e-05
1907,HMGCLL1,OPCs_like_MYC1,1.573611e-05
507,RARB,GRPs_like_TYR2,1.5643725e-05
444,CP,GRPs_like_TYR1,1.5623535e-05
1069,RASGEF1B,ImmatureNeurons_like_SHHa3,1.5387532e-05
1157,SKAP2,Microglia,1.5373113e-05
2062,TSHZ3,OPCs_like_MYC2,1.5254295e-05
2249,RUNX2,OPCs_like_MYC4,1.5170037e-05
2757,MEGF11,Pre_OLs,1.5124105e-05
1406,SOX6,NRPs_like_SHHb3,1.5026127e-05
1355,EPHA5,NRPs_like_SHHb2,1.5020833e-05
1531,ACSS1,NRPs_like_SHHb4,1.4859849e-05
857,AC091078.1,IPCs_like_SHHa2,1.4843796e-05
1439,LRRTM3,NRPs_like_SHHb3,1.470334e-05
1689,SYNJ2,OLs,1.4667152e-05
163,PPM1H,Dopaminergic,1.4588651e-05
1054,EML6,ImmatureNeurons_like_SHHa3,1.4533484e-05
1624,GRB14,NRPs_like_SHHb4,1.4417097e-05
2407,AL139260.1,OPCs_like_MYC6,1.434358e-05
2246,IGSF11,OPCs_like_MYC4,1.420295e-05
1672,NALCN,OLs,1.4146911e-05
1186,FMN1,Microglia,1.4134301e-05
916,GPR39,IPCs_like_SHHa2,1.4039458e-05
666,PRDM16,GRPs_like_TYR3,1.3824318e-05
1512,AC074032.1,NRPs_like_SHHb4,1.3810684e-05
1193,RIN3,Microglia,1.3748948e-05
83,AQP4,Astrocytes,1.3638935e-05
530,NOL4,GRPs_like_TYR2,1.35057835e-05
738,KHDRBS2,Glutamatergic,1.3278213e-05
2519,DUXAP8,OPCs_like_MYC6,1.3261449e-05
193,MIR29B2CHG,Dopaminergic,1.32182195e-05
352,ACSL6,GABAergic,1.3186443e-05
233,NRXN2,Dopaminergic,1.3184574e-05
2715,RNF180,Pre_OLs,1.3170439e-05
201,CAMK2B,Dopaminergic,1.3151944e-05
902,ABTB2,IPCs_like_SHHa2,1.3105661e-05
1767,MAP7,OLs,1.3082354e-05
1921,KLHL14,OPCs_like_MYC1,1.3035486e-05
1456,NCEH1,NRPs_like_SHHb3,1.30116805e-05
329,RAB3C,GABAergic,1.289093e-05
199,ABLIM3,Dopaminergic,1.277696e-05
2704,C1orf61,Pre_OLs,1.27645335e-05
1194,ATP8B4,Microglia,1.2731929e-05
310,SYNDIG1,GABAergic,1.2682701e-05
644,ZNF385B,GRPs_like_TYR3,1.255698e-05
2722,PHYHIPL,Pre_OLs,1.2552758e-05
711,MEF2C-AS1,Glutamatergic,1.2550006e-05
2291,PRICKLE1,OPCs_like_MYC4,1.2492101e-05
1736,SLC24A2,OLs,1.2490686e-05
2255,ABCA8,OPCs_like_MYC4,1.2407403e-05
25,OPHN1,Astrocytes,1.2359635e-05
1205,ADAM28,Microglia,1.2232309e-05
572,NRXN3,GRPs_like_TYR2,1.19192e-05
318,EPB41L4B,GABAergic,1.1915329e-05
2527,SBF2-AS1,OPCs_like_MYC6,1.1850299e-05
1721,MYO1D,OLs,1.1739108e-05
1222,SLC11A1,Microglia,1.1730504e-05
2697,HOXD3,OPCs_like_MYC7,1.1655145e-05
1223,DOCK8,Microglia,1.1654979e-05
1090,DAB1,ImmatureNeurons_like_SHHa3,1.1310783e-05
2151,CREB5,OPCs_like_MYC3,1.1267045e-05
714,ICA1,Glutamatergic,1.12469e-05
45,ALDH1L1,Astrocytes,1.1092555e-05
2153,ST8SIA6,OPCs_like_MYC3,1.1075485e-05
708,ABLIM2,Glutamatergic,1.0994322e-05
705,TMEM132B,Glutamatergic,1.0963432e-05
2301,CPED1,OPCs_like_MYC4,1.0934948e-05
453,OTX2,GRPs_like_TYR1,1.092109e-05
2303,CALCR,OPCs_like_MYC4,1.0874784e-05
414,ST6GAL2,GRPs_like_TYR1,1.0839064e-05
1350,AL354809.1,NRPs_like_SHHb2,1.08383665e-05
2274,NR2F2-AS1,OPCs_like_MYC4,1.0797546e-05
